Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic
File,"MemberFeign.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,4,4,0,4,,4,0,0,0,,62,11,21,20,0,30,,14,15,15,0,,0,,0,,,"1,43",0
File,"MemberProductCollection.java",3,0,3,0,1,"0,00","0,00",0,0,,,,,1,0,0,20,,20,20,10,20,,0,0,0,20,,106,23,79,38,20,4,,34,55,35,20,,1,,0,,,"0,05",20
File,"MemberProductCollectionController.java",9,0,9,0,1,"0,00","0,00",0,0,,,,,1,0,0,6,,6,6,1,6,,0,0,0,6,,86,12,70,48,18,4,,27,36,25,16,,2,,1,,,"0,06",8
File,"MemberProductCollectionRepository.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,4,4,0,4,,4,0,0,0,,20,5,11,10,0,4,,9,10,10,0,,0,,0,,,"0,36",0
File,"MemberReadHistory.java",3,0,3,0,1,"0,00","0,00",0,0,,,,,1,0,0,20,,20,20,10,20,,0,0,0,20,,108,23,81,40,20,4,,35,56,36,20,,1,,0,,,"0,05",20
File,"MemberReadHistoryController.java",9,0,9,0,2,"0,00","0,00",0,0,,,,,1,0,0,4,,4,4,1,4,,0,0,0,4,,67,7,56,38,14,4,,23,30,21,12,,2,,1,,,"0,07",6
File,"MemberReadHistoryRepository.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,2,2,0,2,,2,0,0,0,,16,3,9,8,0,4,,7,8,8,0,,0,,0,,,"0,44",0
File,"MemberReadHistoryService.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,4,4,0,4,,4,0,0,0,,33,7,10,9,0,16,,8,9,9,0,,0,,0,,,"1,60",0
File,"MemberReadHistoryServiceImpl.java",9,0,8,1,1,"0,00","0,00",0,0,,,,,1,0,0,4,,4,4,2,4,,0,0,0,4,,68,7,54,34,20,7,,35,42,28,20,,2,,1,,,"0,13",5
File,"MemberUtil.java",19,0,13,6,3,"0,00","0,00",0,0,,,,,1,0,0,1,,1,1,4,1,,0,0,0,1,,54,7,36,25,9,11,,22,26,19,9,,3,,1,,,"0,31",3
File,"MinioController.java",22,0,20,2,3,"0,00","0,00",0,0,,,,,1,0,1,2,,2,2,4,2,,0,0,0,2,,85,6,72,46,28,7,,44,50,33,25,,3,,2,,,"0,10",5
File,"MinioUploadDto.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,2,0,,0,0,0,0,,18,2,12,11,0,4,,6,7,7,0,,0,,0,,,"0,33",0
File,"MyBatisConfig.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,0,0,,0,0,0,0,,15,2,9,8,0,4,,4,5,5,0,,0,,0,,,"0,44",0
File,"MyBatisConfig.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,0,0,,0,0,0,0,,15,2,9,8,0,4,,4,5,5,0,,0,,0,,,"0,44",0
File,"MyBatisConfig.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,0,0,,0,0,0,0,,15,2,9,8,0,4,,4,5,5,0,,0,,0,,,"0,44",0
File,"MyBatisConfig.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,0,0,,0,0,0,0,,15,2,9,8,0,4,,4,5,5,0,,0,,0,,,"0,44",0
File,"MyBatisConfig.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,0,0,,0,0,0,0,,15,2,9,8,0,4,,4,5,5,0,,0,,0,,,"0,44",0
File,"MyBatisConfig.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,0,0,,0,0,0,0,,15,2,9,8,0,4,,4,5,5,0,,0,,0,,,"0,44",0
File,"MyBatisConfig.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,0,0,,0,0,0,0,,15,2,9,8,0,4,,4,5,5,0,,0,,0,,,"0,44",0
File,"MyBatisConfig.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,0,0,,0,0,0,0,,15,2,9,8,0,4,,4,5,5,0,,0,,0,,,"0,44",0
File,"MyBatisConfig.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,0,0,,0,0,0,0,,15,2,9,8,0,4,,4,5,5,0,,0,,0,,,"0,44",0
File,"MyBatisConfig.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,0,0,,0,0,0,0,,15,2,9,8,0,4,,4,5,5,0,,0,,0,,,"0,44",0
File,"OmsAdminApplication.java",3,0,3,0,1,"0,00","0,00",0,0,,,,,1,1,0,1,,1,0,0,1,,0,0,0,1,,16,2,9,6,1,5,,4,6,5,1,,1,,0,,,"0,56",1
File,"OmsCartItem.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,1,0,1,37,,37,37,18,37,,0,0,0,37,,214,40,174,76,62,0,,85,123,63,61,,1,,0,,,"0,00",37
File,"OmsCartItem.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,1,0,1,37,,37,37,18,37,,0,0,0,37,,231,57,174,76,62,0,,85,123,63,61,,1,,0,,,"0,00",37
File,"OmsCartItemController.java",10,0,10,0,2,"0,00","0,00",0,0,,,,,1,0,0,8,,8,8,3,8,,0,0,0,8,,120,13,103,71,31,4,,44,58,40,31,,2,,1,,,"0,04",13
File,"OmsCartItemExample.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,4,0,0,264,,264,264,12,264,,0,0,11,253,,1362,278,1084,288,526,0,,537,810,288,525,,2,,1,,,"0,00",269
File,"OmsCartItemExample.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,4,0,0,264,,264,264,12,264,,0,0,11,253,,1362,278,1084,288,526,0,,537,810,288,525,,2,,1,,,"0,00",269
File,"OmsCartItemMapper.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,11,11,0,11,,11,0,0,0,,30,12,18,17,0,0,,16,17,17,0,,0,,0,,,"0,00",0
File,"OmsCartItemMapper.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,11,11,0,11,,11,0,0,0,,30,12,18,17,0,0,,16,17,17,0,,0,,0,,,"0,00",0
File,"OmsCartItemService.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,8,8,0,8,,8,0,0,0,,56,10,18,17,0,28,,14,15,15,0,,0,,0,,,"1,56",0
File,"OmsCartItemServiceImpl.java",10,0,9,0,2,"0,00","0,00",0,0,,,,,1,0,0,10,,10,9,5,9,,0,1,0,8,,153,16,129,70,60,8,,80,96,55,57,,3,,1,,,"0,06",16
File,"OmsCompanyAddress.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,1,0,1,21,,21,21,10,21,,0,0,0,21,,138,33,105,47,38,0,,51,73,37,37,,1,,0,,,"0,00",21
File,"OmsCompanyAddressController.java",7,0,7,0,1,"0,00","0,00",0,0,,,,,1,0,0,1,,1,1,1,1,,0,0,0,1,,34,4,26,23,2,4,,15,17,16,2,,1,,0,,,"0,15",1
File,"OmsCompanyAddressExample.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,4,0,0,166,,166,166,12,166,,0,0,11,155,,870,180,690,188,330,0,,339,514,188,329,,2,,1,,,"0,00",171
File,"OmsCompanyAddressMapper.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,11,11,0,11,,11,0,0,0,,30,12,18,17,0,0,,16,17,17,0,,0,,0,,,"0,00",0
File,"OmsCompanyAddressService.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,1,1,0,1,,1,0,0,0,,16,3,6,5,0,7,,4,5,5,0,,0,,0,,,"1,17",0
File,"OmsCompanyAddressServiceImpl.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,1,0,0,1,,1,1,1,1,,0,0,0,1,,24,3,17,14,1,4,,10,12,11,1,,1,,0,,,"0,24",1
File,"OmsMoneyInfoParam.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,4,0,,0,0,0,0,,24,3,17,16,0,4,,9,10,10,0,,0,,0,,,"0,24",0
File,"OmsOrder.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,1,0,1,89,,89,89,44,89,,0,0,0,89,,547,135,412,184,140,0,,189,279,141,139,,1,,0,,,"0,00",89
File,"OmsOrder.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,1,0,1,89,,89,89,44,89,,0,0,0,89,,547,135,412,184,140,0,,189,279,141,139,,1,,0,,,"0,00",89
File,"OmsOrderController.java",10,0,10,0,2,"0,00","0,00",0,0,,,,,1,0,0,8,,8,8,1,8,,0,0,0,8,,112,11,97,62,28,4,,35,50,30,28,,2,,1,,,"0,04",14
File,"OmsOrderDao.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,3,3,0,3,,3,0,0,0,,30,5,12,11,0,13,,10,11,11,0,,0,,0,,,"1,08",0
File,"OmsOrderDeliveryParam.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,3,0,,0,0,0,0,,20,2,14,13,0,4,,7,8,8,0,,0,,0,,,"0,29",0
File,"OmsOrderDetail.java",0,0,0,0,0,"0,00","0,00",0,0,,,,,1,0,0,0,,0,0,2,0,,0,0,0,0,,25,3,18,17,0,4,,10,11,11,0,,0,,0,,,"0,22",0
File,"OmsOrderDetail.java",3,0,3,0,1,"0,00","0,00",0,0,,,,,1,0,0,2,,2,2,1,2,,0,0,0,2,,22,5,13,8,2,4,,7,10,8,2,,1,,0,,,"0,31",2
File,"OmsOrderExample.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,4,0,0,594,,594,594,12,594,,0,0,11,583,,3012,608,2404,618,1186,0,,1197,1800,618,1185,,2,,1,,,"0,00",599
File,"OmsOrderExample.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,4,0,0,594,,594,594,12,594,,0,0,11,583,,3012,608,2404,618,1186,0,,1197,1800,618,1185,,2,,1,,,"0,00",599
File,"OmsOrderItem.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,1,0,1,43,,43,43,21,43,,0,0,0,43,,244,46,198,85,71,0,,96,140,71,70,,1,,0,,,"0,00",43
File,"OmsOrderItem.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,1,0,1,43,,43,43,21,43,,0,0,0,43,,264,66,198,85,71,0,,96,140,71,70,,1,,0,,,"0,00",43
File,"OmsOrderItemExample.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,4,0,0,300,,300,300,12,300,,0,0,11,289,,1541,314,1227,323,598,0,,608,917,323,597,,2,,1,,,"0,00",305
File,"OmsOrderItemExample.java",4,0,4,0,1,"0,00","0,00",0,0,,,,,4,0,0,300,,300,300,12,300,,0,0,11,289,,1541,314,1227,323,598,0,,608,917,323,597,,2,,1,,,"0,00",305
